"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Eritrea","ERI","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.032","0.032","0.0221","0.0337","0.0331","0.0232","0.0265","0.0256","0.0199","0.0186","0.0252","0.0462","0.019","0.0195","0.022","0.0259","0.0418","0.0368","0.0414","0.0432","0.0532","0.0584","0.0219","0.0438","0.05","0.0562","0.0468","0.0499","0.0374","0.0438","0.0374","0.0438","0.0406","0.0406","0.0374","0.0312","0.025","0.0219","0.0188","0.025","0.0188","0.0192","0.0192","0.0224","0.0224","0.0224","0.0224","0.0215","0.0222","0.0222","0.0221","0.0226","0.0235","0.0239","0.0243","",
"Spain","ESP","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","57.6114","48.0231","47.5997","54.5613","55.0181","51.8732","54.3802","55.3137","53.5837","53.2456","50.4189","50.3886","43.8475","45.2426","42.1291","41.4551","40.2184","38.9998","41.9615","41.6449","41.0505","42.5807","39.9942","38.4482","41.7466","42.6183","38.9397","44.4877","44.2128","41.3424","47.1885","51.1971","51.2799","53.9866","54.3937","55.1662","43.6661","47.9435","44.654","37.4012","39.372","38.4737","35.5302","34.9172","32.5227","29.4003","31.4987","32.925","33.5762","33.66","30.7695","32.0378","27.1574","26.2152","25.832","",
"Estonia","EST","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","3.673","3.673","3.9217","4.1576","4.3612","4.5121","4.7083","4.9093","5.1057","5.2815","5.4751","5.36","5.2256","5.0741","4.9242","4.6277","4.6569","4.6527","4.6352","4.5047","3.6017","3.4883","2.0341","1.8776","1.5836","1.5946","1.6788","1.4359","1.2848","0.8907","0.9527","1.142","0.8223","0.9583","0.9646","1.0208","1.0154","1.2976","1.1657","0.7392","0.7773","0.8397","0.8159","1.0576","0.8075","0.6599","0.6825","0.6385","0.6614","0.7268","0.4709","0.3478","0.3159","0.2518","0.2568","",
"Ethiopia","ETH","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.2418","0.2418","0.1925","0.2526","0.2469","0.2008","0.213","0.2173","0.208","0.1935","0.2242","0.3279","0.1866","0.1891","0.1893","0.2073","0.2816","0.2843","0.3722","0.4441","0.4965","0.5032","0.2636","0.3923","0.5143","0.5649","0.6097","0.6604","0.7177","0.7087","0.791","0.9592","1.0035","0.9458","1.1131","1.149","1.2285","1.3391","1.3875","1.3677","1.7374","2.4726","2.3407","2.9379","3.8833","3.5749","4.4034","4.0638","4.7082","5.1672","5.0727","5.8712","5.9476","6.4279","6.5513","",
"European Union","EUU","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","944.1112","895.4052","896.1457","937.3251","940.3851","877.3206","910.4734","914.1646","919.2152","949.5625","905.3155","843.139","793.552","788.5244","796.3483","781.8251","752.7337","756.21","763.8723","764.2953","667.2299","603.7825","547.4668","528.7745","544.2111","559.7053","556.3519","554.9367","527.6925","503.1375","516.6192","509.9586","497.2405","506.9929","491.427","480.9836","464.4352","465.2142","446.2938","371.5612","398.3938","398.5083","383.7606","376.0254","364.6762","362.2309","366.2068","366.7386","371.1854","360.1105","347.3267","379.2105","349.1998","325.5092","321.2284","",
"Fragile and conflict affected situations","FCS","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","149.8367","149.8367","157.867","170.2661","178.3205","185.9121","193.5011","200.151","206.5159","219.6227","223.6601","217.0564","211.7306","202.4206","197.7347","193.9435","189.6576","199.7692","203.2198","202.3762","245.0916","247.9989","239.2803","185.61","151.0414","155.4151","147.2704","144.6309","140.5065","138.3794","138.5403","147.4709","149.0195","164.1193","163.0479","143.0315","145.9771","137.0555","134.749","113.8902","137.4351","145.0269","146.4597","137.2072","132.3896","102.4706","95.697","96.1633","104.6212","97.9554","91.2121","93.8462","78.6144","82.622","84.4649","",
"Finland","FIN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","11.2094","10.8307","13.4815","14.7208","13.1876","11.7241","12.509","11.9099","13.8934","14.1304","14.035","14.3515","14.5894","13.7294","14.0933","12.6609","12.8317","13.3588","12.6789","14.2194","13.6058","13.1106","12.6898","12.2243","13.4529","11.7635","11.636","11.9322","13.3931","12.7878","10.9344","10.8631","10.4995","10.1652","10.2401","9.7413","9.7559","9.4069","8.9728","7.4828","9.0352","8.3893","7.6308","7.4792","7.4505","7.1351","7.2601","7.2608","7.3626","7.1762","6.6422","6.8988","6.2299","5.3716","5.1809","",
"Fiji","FJI","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0285","0.0285","0.0306","0.0302","0.0345","0.0332","0.0336","0.0523","0.0527","0.0664","0.0577","0.1026","0.0737","0.0547","0.0555","0.0704","0.0698","0.0572","0.0488","0.0622","0.1103","0.0964","0.1058","0.1132","0.1523","0.1704","0.1876","0.1683","0.1648","0.185","0.2505","0.2355","0.2078","0.2388","0.3178","0.2658","0.2869","0.2831","0.1888","0.1299","0.2036","0.1407","0.1293","0.1651","0.1833","0.1791","0.1788","0.1787","0.2029","0.2046","0.1321","0.1607","0.1708","0.17","0.1778","",
"France","FRA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","153.4139","134.5833","127.0727","122.8757","127.0042","109.2825","111.8543","110.4499","110.8932","115.8359","110.1974","91.4646","81.9228","80.0789","80.3103","80.3295","75.2885","75.2982","73.2741","73.3902","60.5456","61.0012","61.3738","57.4865","57.1957","59.3715","62.6291","61.6166","58.4677","56.6217","55.4485","59.3442","57.1552","56.6253","53.0819","55.1296","54.8352","54.0272","52.5361","41.2483","45.1047","50.6417","48.2321","49.4008","46.7078","44.6623","46.352","41.4108","38.8325","37.7628","34.1589","44.6194","41.1168","38.305","37.1113","",
"Faroe Islands","FRO","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.3952","0.3952","0.3827","0.42","0.4107","0.5739","0.9252","0.7818","1.0813","0.9197","0.8395","0.9929","0.8662","0.8986","0.8276","0.7954","0.493","0.4843","0.5858","0.2874","0.1377","0.1954","0.2724","0.308","0.4108","0.449","0.461","0.5099","0.5246","0.4851","0.5239","0.5338","0.3433","0.3558","0.3435","0.5436","0.6295","0.5214","0.6787","0.7746","0.916","1.0347","1.1055","1.2209","1.1951","1.1693","1.1819","0.4936","0.4957","0.5023","0.4788","0.4552","0.4604","0.4741","0.4807","",
"United Kingdom","GBR","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","166.3861","156.3969","149.9151","155.5559","139.7004","133.0542","130.4822","129.8659","118.7794","125.6912","98.1568","98.8102","95.816","90.291","86.1209","87.8312","84.6607","86.1226","87.8444","79.018","76.9586","78.9875","70.5781","71.5831","72.5588","69.209","68.0485","66.8656","63.5359","62.4548","62.3226","65.9552","61.5042","61.1397","58.1358","55.0882","54.3583","53.4077","52.2004","43.1761","44.9378","40.2192","40.2538","40.9084","40.5423","39.2387","32.4075","32.9166","33.0676","32.9398","32.2185","32.6291","30.9915","31.6795","30.6743","",
"Georgia","GEO","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","5.7911","5.7911","6.152","6.5031","6.79","7.0507","7.26","7.5027","7.8309","8.0617","8.3501","8.0101","7.5814","7.1579","6.802","6.4087","6.2721","6.6277","6.772","6.6334","7.3888","6.7995","4.0425","3.1277","2.138","0.9149","1.2121","0.9435","0.7703","0.6491","0.6547","0.3328","0.2687","0.3546","0.2617","0.2951","0.4307","0.4854","0.6292","0.636","0.5795","1.0322","1.0824","1.9038","1.8019","1.8414","1.7101","1.8783","1.9842","1.7873","1.6647","1.7245","1.8876","1.6534","1.6142","",
"Ghana","GHA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.4082","0.4082","0.4302","0.4332","0.4261","0.4668","0.4574","0.464","0.4237","0.373","0.3734","0.481","0.2688","0.1524","0.3238","0.1848","0.2471","0.2814","0.2782","0.3033","0.2969","0.2934","0.3441","0.3532","0.4068","0.451","0.4951","0.5111","0.585","0.6641","0.6709","0.6454","0.8191","0.8126","0.8914","0.929","1.0102","1.0257","1.1202","1.2961","1.2444","1.4135","1.62","1.6775","1.6277","1.7591","1.6521","1.0907","1.2921","1.3621","1.7068","1.9617","2.0133","1.9399","2.0367","",
"Gibraltar","GIB","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.1731","0.1731","0.175","0.1731","0.1913","0.1892","0.1582","0.1365","0.1445","0.1786","0.1567","0.1399","0.0994","0.1137","0.0956","0.0974","0.1388","0.3355","0.2447","0.2007","0.0725","0.0704","0.061","0.0614","0.0642","0.0637","0.0693","0.0708","0.0722","0.0785","0.1339","0.1479","0.1541","0.175","0.1748","0.1963","0.2191","0.2354","0.239","0.2632","0.3521","0.3839","0.324","0.2358","0.2703","0.3387","0.2765","0.2807","0.3319","0.5152","0.5985","0.5444","0.5495","0.5255","0.546","",
"Gambia, The","GMB","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.034","0.034","0.0344","0.034","0.0376","0.0372","0.0311","0.0268","0.0284","0.0351","0.0308","0.028","0.0195","0.0219","0.0201","0.022","0.0229","0.063","0.0454","0.0387","0.0103","0.013","0.0109","0.0112","0.0133","0.0124","0.0135","0.0136","0.0146","0.0159","0.0268","0.0307","0.0309","0.0336","0.0341","0.0372","0.0435","0.0471","0.0488","0.0551","0.0641","0.0706","0.0601","0.0493","0.0589","0.0678","0.0515","0.0534","0.0478","0.0564","0.0527","0.0582","0.0595","0.0569","0.0591","",
"Guinea-Bissau","GNB","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0185","0.0185","0.0187","0.0185","0.0205","0.0203","0.0169","0.0146","0.0155","0.0191","0.0168","0.0153","0.0107","0.012","0.0134","0.0165","0.0164","0.0619","0.0515","0.0445","0.0143","0.018","0.0159","0.0168","0.0173","0.0174","0.018","0.0191","0.0193","0.0209","0.0202","0.0217","0.0222","0.0281","0.0281","0.0309","0.0341","0.0373","0.0363","0.0391","0.0455","0.0483","0.0432","0.0363","0.0414","0.0482","0.0379","0.0311","0.0365","0.0432","0.042","0.0409","0.0413","0.0394","0.041","",
"Equatorial Guinea","GNQ","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0.0225","0.0257","0.0257","0.0289","0.0064","0.0096","0.0032","0.0064","0.0096","0.0096","0.0128","0.0321","0.0128","0.0128","0.0128","0.0096","0.016","0.016","0.0289","0.0385","0.0715","0.0582","0.0985","0.0906","0.2735","0.2958","2.2395","2.2666","2.2074","2.6394","1.9366","1.1065","1.1998","1.1664","1.2061","1.2489","1.2495","1.0584","1.2357","1.15","1.1005","1.1279","1.0397","1.1037","1.148","1.0491","1.0638","",
"Greece","GRC","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","8.6342","6.2032","7.0213","8.0036","7.8594","7.8999","8.6191","8.9847","9.4316","10.3937","9.9876","8.7265","8.6001","9.052","9.3333","9.1287","9.1018","9.5317","9.8804","9.9443","9.6357","9.5306","9.1726","8.9737","8.8928","9.6298","10.3133","10.4305","10.3922","9.3031","10.197","10.3297","9.8922","9.5351","8.7929","8.704","9.0321","10.2108","8.5339","6.4485","6.6682","5.767","5.8285","5.6297","5.9899","6.2992","6.4755","5.2659","5.0777","4.5942","4.1916","4.3449","4.3632","4.2381","4.5169","",
"Grenada","GRD","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0002","0.0002","0.0002","0.0002","0.0003","0.0005","0.0006","0.0005","0.0007","0.0024","0.0022","0.0018","0.0019","0.0021","0.002","0.0021","0.0025","0.0022","0.0023","0.0014","0.0017","0.0039","0.0036","0.0032","0.0028","0.0028","0.0028","0.0024","0.0029","0.0036","0.0032","0.0046","0.0059","0.0055","0.0061","0.0057","0.0091","0.0087","0.0095","0.009","0.011","0.0116","0.0116","0.012","",
"Greenland","GRL","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0509","0.0572","0.054","0.0572","0.0604","0.0413","0.1621","0.1938","0.0381","0.0381","0.0223","0.0191","0.0223","0.0258","0.0303","0.0319","0.0327","0.043","0.0513","0.0506","0.0515","",
"Guatemala","GTM","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.8695","0.8695","0.7732","0.689","0.863","0.7141","0.6138","0.6096","0.8554","1.1299","0.7985","0.5848","0.4738","0.4547","0.448","0.4479","0.517","0.5719","0.6345","0.6791","0.7107","0.7612","0.842","1.0407","1.092","1.285","1.222","1.2538","1.2921","1.1295","1.295","1.3406","1.0297","1.0793","0.9418","1.4574","1.5726","1.8933","1.4813","1.2682","1.3427","1.6815","1.6716","1.7188","1.819","1.9802","2.0362","1.8525","1.945","1.7658","1.9927","2.5792","3.6624","3.8825","4.0322","",
"Guam","GUM","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.6858","0.6858","0.7426","0.8409","0.7172","0.8791","0.9298","0.9203","0.8441","0.768","0.8346","0.8283","0.5394","0.3332","0.5173","0.5333","0.4792","0.4348","0.4855","0.3967","0.365","0.3777","0.3523","0.3745","0.4155","0.4345","0.4281","0.4629","0.4979","0.4121","0.4184","0.3962","0.3804","0.1933","0.1933","0.1266","0.0918","0.1965","0.1901","0.1203","0.1298","0.1551","0.2247","0.1962","0.212","0.2025","0.3235","0.2763","0.3119","0.3947","0.4958","0.6194","0.7528","0.7645","0.795","",
"High income","HIC","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","2835.9345","2565.0787","2605.3564","2746.0253","2687.1322","2457.404","2548.2073","2612.5367","2570.4203","2723.0058","2621.7268","2511.244","2314.5466","2213.0719","2271.0134","2245.0711","2182.6595","2212.8176","2274.1322","2236.2437","2133.7051","2011.0257","1884.0341","1861.0461","1871.2625","1889.9864","1869.4104","1865.0923","1797.649","1782.4963","1904.5578","1862.891","1798.916","1806.4838","1816.6824","1761.3348","1768.0131","1797.0778","1767.3099","1591.3155","1747.8835","1734.3626","1754.2779","1749.37","1766.9401","1771.4638","1766.0886","1745.7833","1742.9349","1744.3624","1695.4431","1768.1655","1740.2422","1699.3209","1709.7885","",
"Hong Kong SAR, China","HKG","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","2.5397","2.5397","2.4394","2.117","3.5576","2.9922","3.8187","4.592","4.6527","2.68","2.2324","2.3196","2.9643","2.9873","3.3866","2.9148","3.2305","3.4697","4.1541","4.0045","3.0424","2.219","3.7649","3.0268","3.3555","2.9729","2.6881","2.6406","4.4356","5.885","4.2909","3.7751","2.9272","2.8978","1.8589","1.8065","1.8325","2.2483","2.5553","2.0998","1.8953","1.811","1.7624","1.8344","1.8216","2.1092","2.2609","2.5552","2.4439","2.5134","0.6027","0.5051","0.3914","0.4712","0.5337","",
"Honduras","HND","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.2831","0.2831","0.3179","0.3463","0.3804","0.4086","0.4123","0.4417","0.483","0.5484","0.5394","0.4633","0.4267","0.5157","0.6071","0.5133","0.4887","0.5812","0.6878","0.8133","0.7564","0.7591","0.7817","0.7642","0.7785","0.7498","0.9183","0.7132","0.7828","1.0059","1.0447","1.1988","1.1974","1.4362","1.7335","1.6997","1.9795","1.8835","1.8443","1.7375","1.8116","2.5379","2.9351","2.7328","1.4841","2.245","1.53","1.231","1.1674","1.1586","1.2307","1.3165","1.3812","1.3955","1.4493","",
"Heavily indebted poor countries (HIPC)","HPC","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","11.3204","11.3204","11.998","13.1515","13.2162","12.6617","13.2864","11.881","10.8348","10.4056","10.6509","10.3646","9.5149","9.5476","8.6818","8.7653","8.9602","9.7509","9.615","9.6168","10.1217","9.5098","8.8931","8.4165","9.1845","9.2614","9.2961","10.294","10.6545","11.6599","11.2995","12.0119","12.7707","12.7343","13.9473","14.4261","15.7496","17.2882","18.0659","20.0685","22.5574","26.7979","26.7005","26.6821","28.9671","29.5577","28.452","29.029","29.5616","32.9732","32.4059","37.6813","38.1001","38.8827","40.3643","",
"Croatia","HRV","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","4.7315","4.7315","4.3123","4.9795","5.2976","5.1926","4.3508","4.6671","4.6581","4.8254","4.6692","5.1713","4.9116","4.425","4.5626","4.6264","5.0124","3.8227","3.62","3.9683","5.3768","3.6926","2.9454","2.785","2.9254","2.6768","2.7606","3.0072","3.0102","2.8779","2.8378","3.0777","2.9393","2.9996","3.4175","3.519","3.6584","3.6596","3.6875","2.9979","2.8374","2.6292","2.2916","2.2662","2.221","2.147","2.1456","2.3134","2.3336","2.3223","2.3334","2.3669","2.2819","2.4256","2.4016","",
"Haiti","HTI","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.1507","0.1507","0.1633","0.1601","0.1974","0.1728","0.2693","0.2537","0.2724","0.2318","0.2099","0.079","0.1951","0.2474","0.2579","0.275","0.1824","0.1888","0.2175","0.1992","0.1837","0.2159","0.2245","0.1304","0.019","0.1393","0.1555","0.2458","0.3056","0.3533","0.2501","0.2501","0.4451","0.4336","0.3621","0.3813","0.3877","0.5091","0.5091","0.4584","0.5292","0.554","0.355","0.4771","0.676","0.5956","0.602","0.6095","0.6185","0.6277","0.607","0.596","0.5841","0.5829","0.6053","",
"Hungary","HUN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","14.9438","15.9979","16.5448","17.4806","18.1504","17.1062","18.1565","18.6096","19.4428","19.5266","19.1186","18.0364","17.9027","17.4247","17.8615","17.3277","16.9031","16.6833","15.9814","15.7317","14.0588","11.757","9.4664","8.8735","8.3855","8.2979","8.5409","6.8765","6.4258","6.2113","5.7624","5.999","6.0558","5.9044","5.8114","5.9292","5.7667","5.6738","5.556","4.0868","4.3599","5.7238","4.9716","5.6403","5.393","5.7934","5.8604","6.5068","6.7878","6.6414","6.5896","6.8821","5.9266","5.3689","5.3663","",
"IBRD only","IBD","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","1182.6376","1185.0342","1231.4088","1289.7446","1347.7104","1475.4332","1563.4183","1680.021","1782.9661","1812.1414","1828.1931","1774.7076","1783.7397","1790.1881","1853.443","1770.7152","1807.1474","1910.5425","1971.3907","1982.8022","2018.3067","2013.0205","1972.5165","1935.4438","1925.9029","2181.2525","2069.1834","2084.1487","2104.5798","1949.2823","2001.9091","2052.5945","2125.9772","2290.199","2704.8208","3172.5635","3385.7769","3657.9803","3791.7226","3952.9371","4358.404","4609.9599","4658.4281","4678.335","4749.8955","4632.0945","4485.549","4394.5691","4516.9903","4581.4495","4564.5383","4659.9161","4639.5237","4742.7576","4868.3122","",
"IDA & IBRD total","IBT","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","1216.5297","1218.9263","1266.3076","1327.7454","1388.1888","1517.1003","1607.1481","1723.7625","1827.7573","1860.1601","1875.6417","1823.0846","1831.579","1836.1035","1897.7461","1816.085","1851.8037","1959.5876","2021.6584","2031.3543","2071.3081","2064.1994","2022.4018","1985.0927","1975.6706","2246.0806","2131.7803","2144.186","2174.4138","2022.835","2076.2505","2128.5844","2204.8492","2381.9161","2797.0901","3268.9853","3488.8555","3768.6743","3900.3595","4056.9795","4470.4342","4730.7758","4774.8058","4788.4974","4867.6845","4755.3588","4613.4914","4537.602","4664.1409","4727.0849","4723.636","4820.1947","4798.2974","4900.5707","5026.8922","",
"IDA total","IDA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","33.8921","33.8921","34.8988","38.0008","40.4784","41.6671","43.7298","43.7415","44.7912","48.0187","47.4486","48.377","47.8393","45.9154","44.3031","45.3698","44.6563","49.0451","50.2677","48.5521","53.0014","51.1789","49.8853","49.6489","49.7677","64.8281","62.5969","60.0373","69.834","73.5527","74.3414","75.9899","78.872","91.7171","92.2693","96.4217999999999","103.0786","110.694","108.6369","104.0424","112.0302","120.8159","116.3777","110.1624","117.789","123.2643","127.9424","143.0329","147.1506","145.6354","159.0977","160.2786","158.7737","157.8131","158.58","",
"IDA blend","IDB","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","10.8092","10.8092","11.4022","12.9944","12.8133","13.9243","14.7751","14.6879","16.0715","16.5392","16.7833","18.991","20.8232","20.4646","19.784","22.0761","21.6666","23.774","25.472","26.6268","28.7095","28.4049","31.396","32.1209","30.5875","45.5764","42.4128","38.4354","47.0072","49.1299","49.6108","49.0933","51.4965","60.4528","63.5158","64.3973","69.1581","73.5612","69.2753","64.3435","65.7103","71.1839","64.9019","59.7864","63.669","66.624","72.4101","79.508","80.6724","74.5709","87.0332","81.8419","86.7696","81.9215","80.877","",
"Indonesia","IDN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","4.9213","4.9213","5.3068","5.7037","6.1212","7.7564","7.954","9.8719","13.0747","16.2659","19.7379","21.1547","21.1033","21.89","19.004","24.0509","28.1823","26.0105","27.8369","26.0997","27.813","27.6648","29.1469","32.1905","37.8387","46.7413","46.8809","50.9002","47.6315","61.2391","57.943","62.206","58.9849","74.6717","80.2599","81.3005","104.6408","111.1971","91.569","100.2476","126.1734","136.2083","119.4215","79.3528","89.4655","101.2934","85.9517","91.6144","112.0735","146.8995","131.0556","130.612","160.602","171.5747","186.0665","",
"IDA only","IDX","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","23.0829","23.0829","23.4966","25.0064","27.6651","27.7428","28.9547","29.0536","28.7197","31.4795","30.6653","29.386","27.0161","25.4508","24.5191","23.2937","22.9897","25.2711","24.7957","21.9253","24.2919","22.774","18.4893","17.528","19.1802","19.2517","20.1841","21.6019","22.8268","24.4228","24.7306","26.8966","27.3755","31.2643","28.7535","32.0245","33.9205","37.1328","39.3616","39.6989","46.3199","49.632","51.4758","50.376","54.12","56.6403","55.5323","63.5249000000001","66.4782","71.0645","72.0645","78.4367","72.0041","75.8916","77.703","",
"Isle of Man","IMN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","62.5106","62.5106","65.1634","63.3473","69.0592","75.4386","80.5549","82.6954","79.6648","79.9416","83.3372","88.876","101.7162","102.6711","112.9777","114.0935","133.0815","134.9778","137.8077","148.0398","149.1103","153.2047","156.654","154.5326","164.337","156.7003","156.9249","173.1349","182.5838","187.7992","193.5538","195.2195","208.9213","199.6801","209.5366","233.8566","261.6443","296.7387","311.2234","342.3513","393.6459","442.7166","435.4143","463.5872","500.0682","516.4268","530.4163","559.9203","569.7237","554.5295","516.7032","592.5962","607.1146","659.957","689.1521","",
